tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
714	Aggregatibacter actinomycetemcomitans	77212528	0	live	rpmH	LIN98_RS10360	50S ribosomal protein L34	50S ribosomal protein L34									
714	Aggregatibacter actinomycetemcomitans	77212526	0	live	yidD	LIN98_RS10350	membrane protein insertion efficiency factor YidD	membrane protein insertion efficiency factor YidD									
714	Aggregatibacter actinomycetemcomitans	77212523	0	live	era	LIN98_RS10335	GTPase Era	GTPase Era									
714	Aggregatibacter actinomycetemcomitans	77212519	0	live	grcA	LIN98_RS10315	autonomous glycyl radical cofactor GrcA	autonomous glycyl radical cofactor GrcA									
714	Aggregatibacter actinomycetemcomitans	77212516	0	live	LIN98_RS10300	LIN98_RS10300	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77212473	0	live	fbp	LIN98_RS10085	class 1 fructose-bisphosphatase	class 1 fructose-bisphosphatase									
714	Aggregatibacter actinomycetemcomitans	77212463	0	live	trxA	LIN98_RS10035	thioredoxin	thioredoxin									
714	Aggregatibacter actinomycetemcomitans	77212459	0	live	LIN98_RS10015	LIN98_RS10015	DoxX family protein	DoxX family protein									
714	Aggregatibacter actinomycetemcomitans	77212456	0	live	LIN98_RS10000	LIN98_RS10000	type B 50S ribosomal protein L31	type B 50S ribosomal protein L31									
714	Aggregatibacter actinomycetemcomitans	77212443	0	live	rplU	LIN98_RS09935	50S ribosomal protein L21	50S ribosomal protein L21									
714	Aggregatibacter actinomycetemcomitans	77212438	0	live	miaB	LIN98_RS09910	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB									
714	Aggregatibacter actinomycetemcomitans	77212429	0	live	LIN98_RS09865	LIN98_RS09865	isoprenylcysteine carboxyl methyltransferase family protein	isoprenylcysteine carboxyl methyltransferase family protein									
714	Aggregatibacter actinomycetemcomitans	77212426	0	live	nudB	LIN98_RS09850	dihydroneopterin triphosphate diphosphatase	dihydroneopterin triphosphate diphosphatase									
714	Aggregatibacter actinomycetemcomitans	77212421	0	live	ruvB	LIN98_RS09825	Holliday junction branch migration DNA helicase RuvB	Holliday junction branch migration DNA helicase RuvB									
714	Aggregatibacter actinomycetemcomitans	77212420	0	live	LIN98_RS09820	LIN98_RS09820	DUF5339 domain-containing protein	DUF5339 domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77212418	0	live	cydB	LIN98_RS09810	cytochrome d ubiquinol oxidase subunit II	cytochrome d ubiquinol oxidase subunit II									
714	Aggregatibacter actinomycetemcomitans	77212417	0	live	LIN98_RS09805	LIN98_RS09805	cytochrome bd oxidase small subunit, CydX/CbdX family	cytochrome bd oxidase small subunit, CydX/CbdX family									
714	Aggregatibacter actinomycetemcomitans	77212414	0	live	tolQ	LIN98_RS09790	protein TolQ	protein TolQ									
714	Aggregatibacter actinomycetemcomitans	77212410	0	live	pal	LIN98_RS09770	peptidoglycan-associated lipoprotein Pal	peptidoglycan-associated lipoprotein Pal									
714	Aggregatibacter actinomycetemcomitans	77212395	0	live	LIN98_RS09695	LIN98_RS09695	toxin-activating lysine-acyltransferase	toxin-activating lysine-acyltransferase									
714	Aggregatibacter actinomycetemcomitans	77212370	0	live	yajC	LIN98_RS09570	preprotein translocase subunit YajC	preprotein translocase subunit YajC									
714	Aggregatibacter actinomycetemcomitans	77212363	0	live	LIN98_RS09535	LIN98_RS09535	type II toxin-antitoxin system RelE family toxin	type II toxin-antitoxin system RelE family toxin									
714	Aggregatibacter actinomycetemcomitans	77212358	0	live	rnhA	LIN98_RS09510	ribonuclease HI	ribonuclease HI									
714	Aggregatibacter actinomycetemcomitans	77212353	0	live	LIN98_RS09485	LIN98_RS09485	L-lactate permease	L-lactate permease									
714	Aggregatibacter actinomycetemcomitans	77212351	0	live	LIN98_RS09475	LIN98_RS09475	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77212341	0	live	lrp	LIN98_RS09425	leucine-responsive transcriptional regulator Lrp	leucine-responsive transcriptional regulator Lrp									
714	Aggregatibacter actinomycetemcomitans	77212333	0	live	potC	LIN98_RS09385	spermidine/putrescine ABC transporter permease PotC	spermidine/putrescine ABC transporter permease PotC									
714	Aggregatibacter actinomycetemcomitans	77212332	0	live	potB	LIN98_RS09380	spermidine/putrescine ABC transporter permease PotB	spermidine/putrescine ABC transporter permease PotB									
714	Aggregatibacter actinomycetemcomitans	77212321	0	live	odhB	LIN98_RS09325	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase									
714	Aggregatibacter actinomycetemcomitans	77212301	0	live	gntR	LIN98_RS09225	gluconate operon transcriptional repressor GntR	gluconate operon transcriptional repressor GntR									
714	Aggregatibacter actinomycetemcomitans	77212300	0	live	LIN98_RS09220	LIN98_RS09220	gluconokinase	gluconokinase									
714	Aggregatibacter actinomycetemcomitans	77212297	0	live	LIN98_RS09205	LIN98_RS09205	DNA ligase	DNA ligase									
714	Aggregatibacter actinomycetemcomitans	77212295	0	live	LIN98_RS09195	LIN98_RS09195	Txe/YoeB family addiction module toxin	Txe/YoeB family addiction module toxin									
714	Aggregatibacter actinomycetemcomitans	77212294	0	live	LIN98_RS09190	LIN98_RS09190	type II toxin-antitoxin system Phd/YefM family antitoxin	type II toxin-antitoxin system Phd/YefM family antitoxin									
714	Aggregatibacter actinomycetemcomitans	77212289	0	live	LIN98_RS09165	LIN98_RS09165	glycosyltransferase family 2 protein	glycosyltransferase family 2 protein									
714	Aggregatibacter actinomycetemcomitans	77212286	0	live	rfbB	LIN98_RS09150	dTDP-glucose 4,6-dehydratase	dTDP-glucose 4,6-dehydratase									
714	Aggregatibacter actinomycetemcomitans	77212266	0	live	ribA	LIN98_RS09050	GTP cyclohydrolase II	GTP cyclohydrolase II									
714	Aggregatibacter actinomycetemcomitans	77212265	0	live	LIN98_RS09045	LIN98_RS09045	phosphatase PAP2 family protein	phosphatase PAP2 family protein									
714	Aggregatibacter actinomycetemcomitans	77212251	0	live	LIN98_RS08975	LIN98_RS08975	Slp family lipoprotein	Slp family lipoprotein									
714	Aggregatibacter actinomycetemcomitans	77212247	0	live	LIN98_RS08955	LIN98_RS08955	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77212246	0	live	LIN98_RS08950	LIN98_RS08950	DUF417 family protein	DUF417 family protein									
714	Aggregatibacter actinomycetemcomitans	77212243	0	live	LIN98_RS08935	LIN98_RS08935	SPFH domain-containing protein	SPFH domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77212217	0	live	afeD	LIN98_RS08805	iron ABC transporter permease subunit AfeD	iron ABC transporter permease subunit AfeD									
714	Aggregatibacter actinomycetemcomitans	77212216	0	live	afeC	LIN98_RS08800	iron ABC transporter permease subunit AfeC	iron ABC transporter permease subunit AfeC									
714	Aggregatibacter actinomycetemcomitans	77212202	0	live	LIN98_RS08730	LIN98_RS08730	branched-chain amino acid transporter permease	branched-chain amino acid transporter permease									
714	Aggregatibacter actinomycetemcomitans	77212200	0	live	LIN98_RS08720	LIN98_RS08720	TonB-dependent receptor plug domain-containing protein	TonB-dependent receptor plug domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77212196	0	live	LIN98_RS08700	LIN98_RS08700	integration host factor subunit beta	integration host factor subunit beta									
714	Aggregatibacter actinomycetemcomitans	77212195	0	live	LIN98_RS08695	LIN98_RS08695	LapA family protein	LapA family protein									
714	Aggregatibacter actinomycetemcomitans	77212191	0	live	LIN98_RS08675	LIN98_RS08675	SirB2 family protein	SirB2 family protein									
714	Aggregatibacter actinomycetemcomitans	77212189	0	live	fur	LIN98_RS08665	ferric iron uptake transcriptional regulator	ferric iron uptake transcriptional regulator									
714	Aggregatibacter actinomycetemcomitans	77212178	0	live	apt	LIN98_RS08610	adenine phosphoribosyltransferase	adenine phosphoribosyltransferase									
714	Aggregatibacter actinomycetemcomitans	77212143	0	live	grxD	LIN98_RS08435	Grx4 family monothiol glutaredoxin	Grx4 family monothiol glutaredoxin									
714	Aggregatibacter actinomycetemcomitans	77212129	0	live	LIN98_RS08365	LIN98_RS08365	iron transporter	iron transporter									
714	Aggregatibacter actinomycetemcomitans	77212125	0	live	erpA	LIN98_RS08345	iron-sulfur cluster insertion protein ErpA	iron-sulfur cluster insertion protein ErpA									
714	Aggregatibacter actinomycetemcomitans	77212111	0	live	LIN98_RS08275	LIN98_RS08275	peptide ABC transporter ATP-binding protein	peptide ABC transporter ATP-binding protein									
714	Aggregatibacter actinomycetemcomitans	77212104	0	live	hfq	LIN98_RS08240	RNA chaperone Hfq	RNA chaperone Hfq									
714	Aggregatibacter actinomycetemcomitans	77212088	0	live	crr	LIN98_RS08160	PTS glucose transporter subunit IIA	PTS glucose transporter subunit IIA									
714	Aggregatibacter actinomycetemcomitans	77212086	0	live	LIN98_RS08150	LIN98_RS08150	YbaN family protein	YbaN family protein									
714	Aggregatibacter actinomycetemcomitans	77212075	0	live	alr	LIN98_RS08095	alanine racemase	alanine racemase									
714	Aggregatibacter actinomycetemcomitans	77212073	0	live	ribH	LIN98_RS08085	6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase									
714	Aggregatibacter actinomycetemcomitans	77212072	0	live	nusB	LIN98_RS08080	transcription antitermination factor NusB	transcription antitermination factor NusB									
714	Aggregatibacter actinomycetemcomitans	77212065	0	live	nrdB	LIN98_RS08045	class Ia ribonucleoside-diphosphate reductase subunit beta	class Ia ribonucleoside-diphosphate reductase subunit beta									
714	Aggregatibacter actinomycetemcomitans	77212053	0	live	malK	LIN98_RS07985	maltose/maltodextrin ABC transporter ATP-binding protein MalK	maltose/maltodextrin ABC transporter ATP-binding protein MalK									
714	Aggregatibacter actinomycetemcomitans	77212030	0	live	LIN98_RS07870	LIN98_RS07870	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD									
714	Aggregatibacter actinomycetemcomitans	77212027	0	live	ulaG	LIN98_RS07855	L-ascorbate 6-phosphate lactonase	L-ascorbate 6-phosphate lactonase									
714	Aggregatibacter actinomycetemcomitans	77212004	0	live	LIN98_RS07740	LIN98_RS07740	Dps family protein	Dps family protein									
714	Aggregatibacter actinomycetemcomitans	77211992	0	live	LIN98_RS07680	LIN98_RS07680	DUF4198 domain-containing protein	DUF4198 domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77211970	0	live	nrdR	LIN98_RS07570	transcriptional regulator NrdR	transcriptional regulator NrdR									
714	Aggregatibacter actinomycetemcomitans	77211968	0	live	LIN98_RS07560	LIN98_RS07560	transcriptional regulator GcvA	transcriptional regulator GcvA									
714	Aggregatibacter actinomycetemcomitans	77211962	0	live	rsxA	LIN98_RS07530	electron transport complex subunit RsxA	electron transport complex subunit RsxA									
714	Aggregatibacter actinomycetemcomitans	77211956	0	live	nth	LIN98_RS07500	endonuclease III	endonuclease III									
714	Aggregatibacter actinomycetemcomitans	77211954	0	live	znuB	LIN98_RS07490	zinc ABC transporter permease subunit ZnuB	zinc ABC transporter permease subunit ZnuB									
714	Aggregatibacter actinomycetemcomitans	77211935	0	live	LIN98_RS07395	LIN98_RS07395	YgjV family protein	YgjV family protein									
714	Aggregatibacter actinomycetemcomitans	77211933	0	live	LIN98_RS07385	LIN98_RS07385	NAD-dependent epimerase/dehydratase family protein	NAD-dependent epimerase/dehydratase family protein									
714	Aggregatibacter actinomycetemcomitans	77211930	0	live	LIN98_RS07370	LIN98_RS07370	helix-turn-helix domain-containing protein	helix-turn-helix domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77211917	0	live	bioB	LIN98_RS07305	biotin synthase BioB	biotin synthase BioB									
714	Aggregatibacter actinomycetemcomitans	77211915	0	live	LIN98_RS07295	LIN98_RS07295	YhcB family protein	YhcB family protein									
714	Aggregatibacter actinomycetemcomitans	77211900	0	live	hypA	LIN98_RS07220	hydrogenase maturation nickel metallochaperone HypA	hydrogenase maturation nickel metallochaperone HypA									
714	Aggregatibacter actinomycetemcomitans	77211896	0	live	tilS	LIN98_RS07200	tRNA lysidine(34) synthetase TilS	tRNA lysidine(34) synthetase TilS									
714	Aggregatibacter actinomycetemcomitans	77211895	0	live	pdxY	LIN98_RS07195	pyridoxal kinase PdxY	pyridoxal kinase PdxY									
714	Aggregatibacter actinomycetemcomitans	77211894	0	live	accA	LIN98_RS07190	acetyl-CoA carboxylase carboxyl transferase subunit alpha	acetyl-CoA carboxylase carboxyl transferase subunit alpha									
714	Aggregatibacter actinomycetemcomitans	77211893	0	live	uraH	LIN98_RS07185	hydroxyisourate hydrolase	hydroxyisourate hydrolase									
714	Aggregatibacter actinomycetemcomitans	77211842	0	live	LIN98_RS06930	LIN98_RS06930	acetate kinase	acetate kinase									
714	Aggregatibacter actinomycetemcomitans	77211822	0	live	LIN98_RS06830	LIN98_RS06830	SanA/YdcF family protein	SanA/YdcF family protein									
714	Aggregatibacter actinomycetemcomitans	77211817	0	live	LIN98_RS06805	LIN98_RS06805	cytochrome c biogenesis protein CcdA	cytochrome c biogenesis protein CcdA									
714	Aggregatibacter actinomycetemcomitans	77211787	0	live	xseB	LIN98_RS06655	exodeoxyribonuclease VII small subunit	exodeoxyribonuclease VII small subunit									
714	Aggregatibacter actinomycetemcomitans	77211780	0	live	LIN98_RS06620	LIN98_RS06620	DMT family transporter	DMT family transporter									
714	Aggregatibacter actinomycetemcomitans	77211763	0	live	LIN98_RS06535	LIN98_RS06535	DedA family protein	DedA family protein									
714	Aggregatibacter actinomycetemcomitans	77211762	0	live	rplY	LIN98_RS06530	50S ribosomal protein L25	50S ribosomal protein L25									
714	Aggregatibacter actinomycetemcomitans	77211759	0	live	mukF	LIN98_RS06515	chromosome partition protein MukF	chromosome partition protein MukF									
714	Aggregatibacter actinomycetemcomitans	77211758	0	live	LIN98_RS06510	LIN98_RS06510	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77211730	0	live	LIN98_RS06370	LIN98_RS06370	TOBE domain-containing protein	TOBE domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77211719	0	live	LIN98_RS06315	LIN98_RS06315	integration host factor subunit alpha	integration host factor subunit alpha									
714	Aggregatibacter actinomycetemcomitans	77211716	0	live	htpX	LIN98_RS06300	protease HtpX	protease HtpX									
714	Aggregatibacter actinomycetemcomitans	77211714	0	live	LIN98_RS06290	LIN98_RS06290	KpsF/GutQ family sugar isomerase	KpsF/GutQ family sugar isomerase									
714	Aggregatibacter actinomycetemcomitans	77211710	0	live	LIN98_RS06270	LIN98_RS06270	tautomerase family protein	tautomerase family protein									
714	Aggregatibacter actinomycetemcomitans	77211708	0	live	LIN98_RS06260	LIN98_RS06260	type II toxin-antitoxin system RelE/ParE family toxin	type II toxin-antitoxin system RelE/ParE family toxin									
714	Aggregatibacter actinomycetemcomitans	77211707	0	live	LIN98_RS06255	LIN98_RS06255	HigA family addiction module antitoxin	HigA family addiction module antitoxin									
714	Aggregatibacter actinomycetemcomitans	77211706	0	live	trpCF	LIN98_RS06250	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF									
714	Aggregatibacter actinomycetemcomitans	77211705	0	live	hybG	LIN98_RS06245	hydrogenase maturation factor HybG	hydrogenase maturation factor HybG									
714	Aggregatibacter actinomycetemcomitans	77211704	0	live	LIN98_RS06240	LIN98_RS06240	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77211703	0	live	LIN98_RS06235	LIN98_RS06235	hypothetical protein	hypothetical protein									
714	Aggregatibacter actinomycetemcomitans	77211658	0	live	torA	LIN98_RS06010	trimethylamine-N-oxide reductase TorA	trimethylamine-N-oxide reductase TorA									
714	Aggregatibacter actinomycetemcomitans	77211657	0	live	LIN98_RS06005	LIN98_RS06005	MmcQ/YjbR family DNA-binding protein	MmcQ/YjbR family DNA-binding protein									
714	Aggregatibacter actinomycetemcomitans	77211653	0	live	truA	LIN98_RS05985	tRNA pseudouridine(38-40) synthase TruA	tRNA pseudouridine(38-40) synthase TruA									
714	Aggregatibacter actinomycetemcomitans	77211652	0	live	rpsI	LIN98_RS05980	30S ribosomal protein S9	30S ribosomal protein S9									
714	Aggregatibacter actinomycetemcomitans	77211651	0	live	rplM	LIN98_RS05975	50S ribosomal protein L13	50S ribosomal protein L13									
714	Aggregatibacter actinomycetemcomitans	77211645	0	live	fabA	LIN98_RS05945	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase									
714	Aggregatibacter actinomycetemcomitans	77211642	0	live	cspD	LIN98_RS05930	cold shock domain-containing protein CspD	cold shock domain-containing protein CspD									
714	Aggregatibacter actinomycetemcomitans	77211616	0	live	rpoZ	LIN98_RS05790	DNA-directed RNA polymerase subunit omega	DNA-directed RNA polymerase subunit omega									
714	Aggregatibacter actinomycetemcomitans	77211613	0	live	LIN98_RS05775	LIN98_RS05775	EamA family transporter	EamA family transporter									
714	Aggregatibacter actinomycetemcomitans	77211600	0	live	mlaC	LIN98_RS05710	phospholipid-binding protein MlaC	phospholipid-binding protein MlaC									
714	Aggregatibacter actinomycetemcomitans	77211553	0	live	LIN98_RS05475	LIN98_RS05475	FCD domain-containing protein	FCD domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77211544	0	live	rpsU	LIN98_RS05430	30S ribosomal protein S21	30S ribosomal protein S21									
714	Aggregatibacter actinomycetemcomitans	77211537	0	live	cysK	LIN98_RS05395	cysteine synthase A	cysteine synthase A									
714	Aggregatibacter actinomycetemcomitans	77211505	0	live	LIN98_RS05235	LIN98_RS05235	glycine zipper 2TM domain-containing protein	glycine zipper 2TM domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77211498	0	live	LIN98_RS05200	LIN98_RS05200	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	AbrB/MazE/SpoVT family DNA-binding domain-containing protein									
714	Aggregatibacter actinomycetemcomitans	77211497	0	live	LIN98_RS05195	LIN98_RS05195	porin	porin									
